,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
92843,4.125,124000,74,34,776,0,26900
92844,3.92,248000,78,36,792,0,0
92845,3.875,417000,49,45,774,0,47900
92846,4.25,148000,80,32,748,0,27140
92847,3.75,132000,42,20,787,0,41980
92848,4.0,262000,84,32,710,0,31080
92849,3.875,320000,47,45,727,0,35620
92850,4.0,143000,72,13,810,0,25620
92852,4.375,81000,56,22,634,0,11700
92853,4.5,230000,80,26,693,0,38900
92854,4.5,201000,76,18,706,0,14460
92855,3.99,174000,75,25,805,0,31140
92856,4.125,235000,80,44,786,0,24420
92857,4.125,346000,69,50,790,0,31080
92858,4.375,76000,80,37,704,0,0
92859,4.375,214000,85,16,794,0,20500
92861,4.0,163000,80,32,748,0,19340
92862,3.75,151000,72,18,756,0,41980
92863,4.0,310000,67,44,721,0,31080
92864,5.25,116000,75,37,649,0,41540
92865,3.75,292000,75,45,781,0,33540
92866,4.625,136000,94,44,708,0,34980
92867,4.33,255000,28,23,677,0,35620
92868,4.25,431000,67,35,802,0,31100
92869,3.875,159000,76,38,788,1,0
92870,5.25,77000,75,44,660,0,21340
92871,3.75,250000,71,29,775,0,41740
92872,4.75,132000,76,30,637,0,0
92873,3.875,360000,62,37,780,0,35620
92874,4.625,277000,80,42,701,0,12100
92876,3.875,143000,78,34,818,0,46220
92877,4.75,154000,80,24,736,0,41180
92878,4.54,260000,69,33,707,0,35620
92879,4.25,225000,52,44,723,0,14460
92880,4.125,165000,48,43,702,0,39380
92881,4.125,140000,80,43,748,0,26420
92883,3.875,183000,49,39,784,0,19100
92884,4.25,407000,74,32,667,0,33460
92885,3.875,413000,66,41,802,0,31080
92886,4.375,188000,80,42,761,0,14460
92887,4.25,81000,56,33,670,1,33860
92888,4.375,267000,71,42,715,0,35620
92890,4.25,68000,72,44,749,0,34980
92891,4.375,149000,73,41,649,0,22660
92892,4.25,394000,95,21,740,0,0
92893,4.375,73000,49,39,701,0,0
92894,4.0,96000,80,38,758,0,41980
92895,4.25,400000,77,37,791,0,14860
92896,3.99,626000,66,25,784,0,31080
92897,4.125,223000,29,11,743,0,31100
92898,3.99,387000,80,28,797,0,14460
92899,5.125,88000,77,32,638,0,22220
92900,4.125,143000,73,18,745,0,0
92901,4.375,270000,80,32,798,0,35300
92902,4.31,219000,39,44,798,0,38060
92903,3.99,251000,63,44,762,0,14460
92904,4.375,50000,70,44,634,1,43300
92905,3.5,187000,75,37,799,1,41900
92906,3.875,275000,79,11,753,0,41180
92907,3.875,417000,51,26,774,0,41860
92908,3.875,417000,32,16,758,0,35620
92909,4.125,417000,61,37,797,0,14460
92910,4.47,378000,73,19,732,0,19740
92911,4.0,220000,30,17,789,0,41860
92912,4.115,100000,28,19,809,0,41860
92913,4.5,285000,43,39,732,0,35620
92914,3.875,395000,61,45,782,0,14460
92915,4.125,207000,31,41,730,0,35620
92916,4.0,224000,80,40,686,0,49340
92917,4.5,119000,92,44,765,0,38300
92918,4.375,200000,78,34,752,0,20940
92919,4.0,402000,80,30,808,0,14460
92920,4.125,107000,85,17,790,0,28420
92921,4.0,360000,80,23,804,0,42660
92922,4.0,110000,69,35,784,0,0
92923,4.375,98000,52,41,642,0,0
92924,4.0,195000,65,18,782,0,16980
92925,4.25,235000,63,44,722,0,14460
92926,4.625,22000,80,39,679,1,41180
92927,4.25,72000,80,35,715,0,12060
92928,4.0,203000,40,36,746,0,33100
92929,4.25,86000,60,18,805,0,31180
92930,4.875,250000,65,37,628,0,31080
92931,4.5,101000,60,41,810,0,37980
92932,3.75,487000,63,44,755,0,31080
92933,4.125,396000,57,19,731,0,41940
92934,3.875,95000,75,32,751,0,29540
92935,4.125,417000,77,44,741,0,47900
92936,4.0,180000,44,36,748,0,13460
92937,4.125,386000,30,28,674,0,41940
92938,4.125,625000,66,23,729,0,35620
92939,3.875,212000,74,41,767,0,13820
92940,4.25,355000,66,29,779,0,14460
92941,4.5,369000,75,44,691,0,35620
92942,4.75,417000,67,39,671,0,31100
92943,4.5,323000,78,36,683,0,42660
92944,4.375,295000,58,39,741,0,16020
92945,4.0,417000,37,40,696,0,41940
92946,3.875,116000,67,20,779,0,22660
92947,4.125,225000,60,34,645,0,19740
92948,4.375,145000,40,38,723,0,41740
92949,4.625,196000,80,45,714,0,0
92950,4.125,305000,74,38,730,0,47900
92951,4.125,276000,80,27,777,0,41860
92952,4.0,100000,74,35,717,0,0
92953,3.875,417000,40,23,802,0,19100
92954,3.99,211000,68,40,709,0,0
92955,4.0,304000,80,28,770,0,38300
92956,4.0,213000,75,35,744,0,11700
92957,3.875,375000,79,44,790,0,19740
92958,3.875,181000,47,43,786,0,31080
92959,4.0,473000,64,38,797,0,41740
92960,3.875,89000,63,42,816,0,13140
92961,4.0,271000,95,35,762,0,16980
92962,3.875,115000,46,42,699,0,34980
92963,3.875,416000,80,27,766,0,35620
92964,5.25,185000,75,39,634,0,14460
92965,4.125,189000,80,29,721,0,35380
92966,4.625,225000,80,45,630,0,35620
92967,3.875,214000,48,33,748,0,37980
92968,4.25,132000,45,25,670,0,0
92969,4.375,112000,80,32,766,0,24340
92970,3.875,252000,79,28,689,0,0
92971,4.0,139000,56,41,796,0,0
92972,3.98,102000,58,40,805,0,39820
92973,4.5,89000,80,22,713,0,28140
92974,4.625,218000,67,44,637,0,39580
92975,3.75,338000,38,30,786,0,42660
92976,4.5,113000,71,25,713,0,16540
92977,4.625,118000,75,30,710,1,0
92978,4.625,132000,78,35,681,0,31180
92979,4.5,116000,78,30,771,0,16740
92980,3.875,276000,80,37,734,0,16300
92981,4.625,80000,80,30,694,1,19380
92982,4.125,67000,28,18,678,0,33340
92983,4.125,241000,74,26,714,0,16980
92984,4.0,115000,60,14,817,0,38900
92985,3.875,68000,62,28,799,0,0
92986,4.0,160000,75,42,761,0,43100
92987,4.125,341000,84,13,783,0,19740
92988,4.25,220000,64,28,724,0,47260
92989,4.0,67000,88,39,782,0,18140
92990,4.0,302000,78,30,758,0,14460
92991,5.75,146000,80,44,634,0,41700
92992,4.25,210000,80,41,756,0,43620
92993,3.875,101000,75,14,711,0,0
92995,4.125,256000,69,44,696,0,33100
92996,3.875,254000,73,49,791,0,31100
92997,4.625,320000,72,42,685,0,41180
92998,3.875,412000,46,11,727,0,31080
92999,4.375,89000,66,31,743,0,18580
93000,4.125,212000,80,30,778,0,16980
93001,4.5,210000,76,45,672,0,19100
93002,3.875,378000,90,38,794,0,42660
93003,4.5,362000,44,45,647,0,12060
93004,4.5,174000,95,44,750,0,17140
93005,3.875,89000,37,12,779,0,0
93006,3.875,240000,80,43,767,1,35620
93007,4.5,300000,75,30,653,0,35620
93008,4.125,154000,95,42,790,0,46140
93009,4.375,240000,53,42,800,0,35620
93011,4.375,100000,40,43,742,0,31080
93012,4.125,143000,80,32,760,1,24340
93013,4.125,89000,72,39,753,0,33860
93014,4.5,73000,97,36,785,0,0
93015,4.5,114000,74,40,752,0,48660
93016,3.875,392000,51,23,773,0,14460
93017,4.375,185000,85,43,768,0,41180
93018,4.375,183000,71,40,706,0,0
93019,4.5,626000,48,36,693,0,31100
93020,4.375,52000,65,36,693,0,33660
93021,4.0,130000,80,31,708,0,40060
93022,3.875,187000,76,20,796,0,0
93023,4.125,80000,55,26,797,0,35380
93025,3.75,267000,34,45,783,0,41740
93026,3.75,348000,79,30,758,0,31080
93027,3.875,228000,78,44,817,0,31080
93029,4.125,230000,80,33,775,0,35620
93030,4.375,159000,76,42,702,0,15540
93031,4.25,387000,40,25,746,0,35620
93032,3.75,184000,80,33,769,0,31540
93033,4.375,230000,80,34,783,0,47260
93034,3.75,310000,63,31,815,0,47900
93035,4.0,508000,33,19,781,0,41940
93036,4.125,394000,50,20,649,0,47900
93037,4.75,390000,62,44,660,0,35300
93038,3.916,406000,80,34,776,0,31080
93039,4.125,85000,84,22,777,1,12580
93040,3.75,328000,45,43,738,0,41860
93041,4.0,200000,75,35,755,0,11700
93042,4.25,125000,29,42,802,0,47260
93043,4.0,252000,39,41,743,0,14460
93044,4.25,340000,50,37,683,0,35620
93045,3.75,120000,74,13,804,0,12060
93046,3.875,338000,75,44,745,0,49340
93047,4.25,160000,72,35,742,0,19820
93048,3.875,390000,72,36,727,0,37980
93049,4.5,328000,80,42,723,0,35620
93050,4.625,117000,94,28,759,0,30700
93051,4.5,46000,80,45,700,0,15380
93052,4.375,110000,79,14,717,0,0
93054,3.875,225000,60,30,670,0,31080
93055,4.125,191000,83,36,734,0,31140
93056,4.125,276000,79,28,775,0,47900
93057,4.5,65000,30,49,641,0,45300
93058,3.875,417000,93,44,790,0,27620
93059,4.25,320000,61,44,709,0,35620
93060,3.875,240000,51,41,783,0,31080
93061,4.5,201000,68,34,747,0,14460
93062,4.5,364000,84,34,701,0,38900
93063,4.125,417000,78,36,763,0,42660
93064,4.0,417000,59,34,786,0,32820
93065,4.375,240000,80,45,729,0,47900
93066,3.875,417000,63,29,755,0,49340
93067,4.0,360000,62,31,801,0,0
93068,3.875,368000,39,16,778,0,47900
93069,4.625,225000,59,32,643,0,12940
93070,4.0,100000,23,25,813,0,47900
93071,4.875,241000,74,40,640,1,0
93072,4.125,381000,94,33,782,0,34980
93073,4.5,455000,82,34,776,0,31100
93074,4.25,626000,49,37,666,0,41860
93075,4.0,246000,78,41,778,0,24580
93076,4.5,300000,79,31,703,0,41500
93077,3.875,224000,36,22,800,0,0
93078,4.5,248000,79,44,717,0,31080
93079,3.75,408000,71,50,761,0,12540
93080,4.25,110000,43,34,730,0,14460
93081,4.375,626000,68,9,727,0,35620
93082,4.375,149000,60,34,798,0,47900
93083,3.75,342000,64,44,684,0,31080
93085,3.75,177000,75,37,781,0,16980
93086,4.375,306000,69,45,691,0,19100
93087,3.875,417000,72,15,750,0,38900
93088,4.5,176000,72,20,782,0,28940
93089,4.375,232000,68,43,714,0,35620
93090,3.75,254000,41,27,718,0,41740
93091,3.875,66000,44,22,793,0,0
93092,4.25,584000,75,41,773,0,41860
93093,4.5,290000,80,22,770,0,10740
93094,4.375,316000,75,49,717,0,12700
93095,4.0,175000,45,44,647,0,0
93096,3.875,417000,37,45,691,0,45940
93097,4.25,90000,78,44,762,1,33220
93098,4.25,428000,68,45,706,0,46520
93099,3.875,90000,22,36,680,0,0
93100,4.125,107000,57,12,771,0,34980
93101,5.0,188000,90,41,686,1,22140
93102,4.125,102000,95,42,758,1,0
93103,4.0,85000,80,40,647,0,24860
93104,4.125,107000,37,29,780,0,40140
93105,5.125,245000,80,40,661,0,45940
93106,3.945,400000,60,39,751,0,41940
93107,3.99,402000,31,38,669,0,31080
93108,4.0,364000,70,33,707,0,41740
93109,3.887,337000,52,17,798,0,31080
93110,4.125,128000,45,16,750,0,0
93111,3.875,230000,70,37,669,0,24860
93112,3.875,103000,69,23,709,0,10540
93113,3.875,155000,71,30,784,0,0
93114,4.25,98000,90,16,726,0,13820
93115,4.75,153000,85,33,738,0,26900
93116,3.875,295000,76,44,775,0,33340
93117,4.625,251000,78,33,704,0,38300
93118,4.375,310000,80,1,732,0,23420
93119,4.0,242000,80,34,755,0,31080
93120,4.625,102000,80,28,627,0,40340
93121,4.625,144000,62,37,657,0,39660
93122,4.0,270000,71,34,719,0,37100
93123,4.375,156000,72,39,727,0,49180
93124,4.125,95000,70,22,714,0,12940
93125,4.99,175000,75,42,688,0,11340
93126,4.25,194000,78,37,681,0,0
93127,3.875,167000,56,10,770,0,46060
93128,4.0,185000,14,7,796,0,14740
93129,3.875,417000,54,25,766,0,26620
93130,3.75,132000,67,35,722,0,40900
93131,4.125,127000,75,42,748,0,22180
93132,4.125,180000,47,35,816,0,33460
93133,4.375,170000,51,34,656,0,39300
93134,4.25,159000,50,25,763,0,0
93135,3.875,218000,47,42,778,0,37980
93137,4.125,171000,80,45,686,0,19100
93138,3.875,360000,21,41,809,0,31080
93139,4.875,144000,72,44,697,0,19740
93140,4.0,308000,80,43,705,0,0
93141,4.25,295000,95,26,784,1,41980
93142,4.0,410000,54,22,682,0,0
93143,4.0,103000,31,25,802,0,39740
93144,4.0,200000,77,30,759,0,41940
93145,4.375,95000,76,41,780,0,11460
93146,4.875,165000,80,43,698,0,40140
93147,4.125,417000,55,40,665,0,47900
93148,5.22,107000,75,15,652,0,41180
93149,4.25,104000,78,44,682,0,33260
93150,4.25,290000,67,23,811,0,41860
93151,4.5,344000,85,39,692,0,28140
93152,4.0,154000,54,30,660,0,29940
93153,4.375,142000,80,24,756,0,33340
93154,4.125,580000,53,24,719,0,41860
93155,4.125,100000,90,36,713,0,30620
93157,5.25,44000,70,23,649,1,19380
93158,3.875,111000,59,36,795,0,12060
93159,4.5,200000,80,25,795,0,12420
93160,3.875,278000,92,42,735,0,40140
93161,4.25,148000,80,34,742,1,39740
93163,3.875,247000,70,31,710,0,31080
93164,4.375,153000,74,38,719,0,23540
93165,3.875,287000,68,48,737,0,33100
93166,4.5,359000,80,38,683,0,0
93167,4.25,242000,94,30,723,0,21780
93168,4.0,410000,75,36,784,0,41860
93169,4.375,139000,44,38,686,0,14460
93170,3.875,79000,64,32,791,0,12940
93171,3.875,379000,47,38,810,0,41860
93172,4.125,112000,79,29,778,0,33140
93173,4.125,124000,75,35,767,0,16980
93174,4.0,110000,80,35,736,0,26820
93176,4.5,102000,80,43,657,0,0
93177,4.0,275000,24,44,644,0,16980
93178,3.858,243000,38,18,804,0,31080
93179,4.5,352000,69,20,696,0,41940
93180,4.125,271000,79,29,767,0,14460
93181,4.25,284000,74,35,684,0,49420
93182,4.375,122000,74,35,738,0,38900
93183,4.125,399000,74,38,775,0,41740
93184,4.0,195000,56,30,744,0,31080
93185,4.375,284000,80,25,640,0,36420
93187,4.0,226000,80,41,788,0,38900
93188,5.25,199000,72,30,660,0,40140
93189,4.25,360000,80,40,741,0,39580
93190,4.375,527000,65,32,692,0,41860
93191,4.125,182000,65,39,800,0,37100
93192,4.0,187000,85,36,729,0,0
93193,4.625,295000,94,43,759,0,13820
93194,4.375,214000,80,40,715,0,47900
93195,4.375,360000,80,29,783,0,39300
93196,4.375,428000,68,45,732,0,42660
93197,4.0,241000,78,16,768,0,31540
93198,4.254,226000,65,42,790,0,28140
93199,4.25,160000,59,43,769,0,41860
93200,4.625,48000,40,45,792,0,33700
93201,4.125,213000,80,37,748,0,39300
93202,4.25,151000,62,14,807,0,31340
93203,3.99,405000,45,15,801,0,14860
93204,3.99,124000,68,42,786,0,16700
93205,4.25,101000,79,25,773,1,28140
93206,3.99,137000,63,27,765,0,19740
93207,4.375,211000,80,42,811,0,19740
93208,3.875,417000,34,13,801,0,41860
93209,4.875,111000,85,36,681,0,38300
93210,4.375,84000,80,24,714,1,17980
93211,4.5,145000,88,39,674,1,36500
93212,4.125,238000,60,44,730,0,35620
93213,4.375,150000,26,38,720,0,12060
93214,4.125,223000,77,44,684,0,34980
93215,4.125,63000,80,43,759,1,0
93216,3.99,228000,78,43,751,0,44140
93217,4.225,176000,86,43,671,0,46340
93218,3.875,417000,50,43,675,0,16860
93219,3.95,128000,80,19,752,0,38300
93221,4.375,167000,76,40,708,0,31080
93223,4.875,167000,85,44,673,1,0
93224,4.25,390000,65,35,647,0,14740
93225,4.25,365000,90,44,770,0,21660
93226,4.0,400000,80,30,753,0,41740
93227,3.875,200000,19,16,691,0,14460
93228,4.49,185000,95,24,779,0,37980
93229,4.17,91000,28,36,742,0,35620
93230,4.375,83000,91,22,713,0,0
93231,4.25,390000,65,27,807,0,31100
93232,4.125,264000,46,44,784,0,41500
93234,4.115,97000,67,40,693,0,33340
93235,4.125,417000,78,29,764,0,17900
93236,4.25,268000,80,38,727,0,46220
93237,3.99,162000,87,36,729,0,0
93239,4.875,120000,65,30,652,0,16980
93240,4.75,54000,58,27,647,0,0
93241,5.375,80000,70,29,639,0,0
93242,4.1,135000,84,45,744,1,28140
93243,4.0,195000,55,33,809,0,14860
93244,4.375,233000,77,43,783,0,34980
93245,5.375,113000,80,44,694,0,47580
93246,4.0,346000,60,40,716,0,14460
93247,4.375,537000,64,44,728,0,31080
93248,4.375,164000,80,37,699,0,0
93249,4.125,236000,75,29,739,0,41620
93250,3.75,220000,80,24,751,1,27740
93251,3.875,150000,54,45,796,0,38900
93252,4.0,97000,65,32,750,0,33340
93253,3.875,407000,50,21,808,0,14500
93254,4.75,80000,80,19,682,0,28140
93255,4.25,102000,80,35,764,0,0
93256,3.727,417000,50,48,681,0,41940
93257,4.375,417000,89,35,769,0,40900
93258,3.79,107000,58,29,712,0,44100
93259,4.25,197000,56,32,769,0,34980
93260,4.137,237000,87,29,706,0,16980
93262,3.75,400000,47,41,803,0,12580
93263,4.375,340000,80,40,769,0,14460
93264,4.0,557000,71,31,795,0,41940
93265,4.375,112000,80,26,692,1,0
93266,4.125,308000,80,27,808,0,10740
93267,3.875,624000,80,40,767,0,41860
93269,4.125,191000,36,37,820,0,31080
93270,3.875,221000,87,33,775,0,33460
93271,4.0,95000,76,31,808,0,17460
93272,4.375,417000,58,38,659,0,0
93273,4.125,340000,76,37,794,0,41860
93274,4.0,412000,80,37,777,0,40140
93275,3.875,391000,69,33,793,0,41860
93276,4.25,107000,74,36,814,0,29820
93277,4.0,406000,41,24,772,0,14500
93278,4.25,69000,75,21,749,0,0
93279,4.625,228000,76,37,809,1,35620
93281,4.125,325000,39,19,746,0,14860
93282,3.99,128000,80,37,727,0,39740
93283,4.125,57000,38,44,652,0,36740
93284,4.125,94000,73,41,769,0,0
93285,4.25,290000,80,37,728,0,33340
93286,4.25,208000,85,33,728,0,16580
93287,4.125,156000,80,43,722,0,44060
93288,4.375,380000,90,40,779,0,47900
93289,4.75,83000,75,28,677,0,19100
93290,4.875,370000,65,45,641,0,14460
93291,3.99,488000,80,42,765,0,31080
93292,3.875,181000,61,36,814,0,34580
93293,4.125,105000,53,42,671,0,33340
93294,4.25,204000,53,37,727,0,13900
93295,3.875,276000,74,22,813,0,31540
93296,4.125,277000,76,44,697,0,37100
93297,4.99,72000,80,22,661,0,44060
93298,3.865,222000,72,31,743,0,28420
93299,4.25,325000,73,43,715,0,42660
93300,4.5,290000,80,30,675,0,44180
93301,4.5,205000,80,40,801,0,16980
93302,4.5,138000,76,35,663,0,39580
93303,4.5,277000,95,42,785,1,29620
93304,4.5,223000,80,45,746,0,33460
93305,4.125,107000,18,26,641,0,47900
93306,4.125,383000,77,39,736,0,19740
93307,4.375,87000,95,38,680,0,19380
93308,4.125,235000,90,37,798,0,38300
93309,4.875,167000,77,43,675,0,23900
93310,4.25,110000,55,33,808,0,37980
93312,4.125,113000,80,10,787,0,46060
93313,4.125,100000,40,35,699,0,14460
93314,3.9,212000,59,41,714,0,45300
93315,5.25,172000,80,38,657,0,38900
93316,3.99,409000,72,33,778,0,35620
93317,5.25,356000,80,32,642,0,13820
93318,3.875,122000,70,32,667,0,33260
93319,4.75,299000,78,41,680,0,38900
93320,4.25,308000,80,26,753,0,17460
93321,4.375,137000,77,44,677,0,14500
93322,4.375,205000,83,20,789,0,32820
93323,3.875,112000,76,24,783,0,0
93324,3.625,300000,75,40,789,0,0
93325,3.99,89000,38,42,767,0,25860
93326,3.875,393000,55,20,653,0,39300
93327,4.375,156000,80,34,705,0,12940
93328,3.99,404000,78,33,803,0,31080
93329,4.75,182000,80,37,678,0,34580
93330,4.0,185000,85,39,757,0,14020
93331,4.25,150000,58,30,738,0,24340
93332,4.25,31000,31,40,631,0,22540
93333,4.375,82000,80,17,718,0,30140
93334,4.45,126000,59,46,781,0,46540
93335,4.125,311000,45,45,756,0,14460
93336,4.5,529000,80,42,808,0,41860
93337,4.375,368000,75,45,679,0,0
93338,4.125,210000,43,48,667,0,40900
93339,4.25,204000,63,31,802,0,25540
93340,4.625,100000,75,33,683,0,0
93341,4.375,228000,69,44,683,0,35620
93342,4.25,138000,77,27,815,0,26380
93344,4.5,180000,75,44,697,0,42540
93345,3.75,199000,56,41,770,0,19300
93346,4.0,200000,80,36,731,0,17140
93347,3.875,159000,84,34,700,0,19100
93348,4.375,350000,74,32,674,0,10900
93349,4.0,154000,62,30,791,0,38900
93350,4.0,417000,60,44,766,0,10740
93351,4.075,107000,95,21,731,0,29100
93352,4.25,303000,74,45,633,0,34980
93353,4.25,140000,80,24,723,0,35380
93354,4.125,165000,58,26,816,0,41100
93355,4.5,103000,40,23,796,0,16980
93357,4.0,615000,77,41,747,0,35620
93358,4.0,414000,71,40,791,0,37100
93359,3.875,298000,58,42,811,0,14460
93361,4.0,265000,75,20,805,0,47900
93362,5.375,76000,80,23,705,0,40380
93363,4.5,173000,82,27,786,0,0
93364,4.5,196000,66,23,726,0,14460
93365,4.25,170000,79,44,695,0,0
93366,4.25,72000,80,28,705,0,0
93367,4.25,155000,75,36,721,0,0
93368,4.25,272000,73,25,775,0,14460
93369,4.125,262000,71,38,742,0,40060
93370,4.125,475000,55,40,803,0,35620
93371,3.914,339000,54,44,692,0,31080
93372,4.0,125000,80,32,757,0,30780
93373,4.375,107000,55,44,625,0,33100
93374,3.875,287000,41,23,807,0,46220
93375,3.875,265000,90,32,785,0,44700
93376,3.75,150000,32,19,781,0,39820
93377,3.99,204000,60,23,655,0,18580
93378,4.25,116000,80,37,746,1,20260
93379,4.25,124000,36,13,812,0,40900
93380,3.875,146000,51,34,800,0,41620
93381,4.5,125000,80,38,623,0,41980
93382,4.25,117000,53,19,790,0,19740
93383,4.25,87000,50,12,798,0,25060
93384,4.25,417000,85,35,710,0,40140
93385,4.5,94000,78,33,731,0,36540
93386,3.99,208000,84,18,709,0,24340
93387,4.25,84000,76,23,765,0,38300
93388,3.99,199000,41,29,766,0,31080
93389,4.25,93000,80,40,757,0,0
93390,4.5,400000,78,44,707,0,12580
93391,4.25,407000,69,43,688,0,16980
93392,4.375,312000,80,41,711,0,41660
93393,4.125,320000,88,31,718,0,41620
93394,4.125,105000,74,39,693,0,27740
93395,4.5,175000,48,44,725,0,35620
93396,4.25,94000,76,35,717,0,44180
93397,4.3,39000,61,25,808,1,15940
93398,3.875,336000,73,36,778,0,47900
93399,4.75,122000,85,43,712,0,0
93400,4.125,318000,87,45,738,0,39300
93401,4.0,413000,71,44,788,0,31100
93402,4.5,350000,61,35,784,0,42660
93403,4.17,53000,30,34,800,0,17460
93404,4.25,225000,55,49,783,0,35620
93405,4.125,191000,58,38,784,0,0
93406,3.875,235000,80,44,773,0,41620
93407,4.0,250000,50,32,725,0,31080
93408,4.75,79000,69,16,647,0,36260
93409,3.75,352000,80,24,779,0,17900
93410,4.25,183000,69,32,750,0,40140
93411,4.625,74000,80,26,754,0,0
93412,4.25,197000,70,34,767,0,12580
93413,4.75,110000,80,45,684,0,45220
93415,4.25,158000,80,43,712,1,0
93416,4.125,130000,75,38,743,1,0
93417,4.25,146000,94,37,742,0,24580
93418,5.125,302000,85,43,715,0,0
93419,3.75,417000,68,36,807,0,35620
93420,3.75,258000,80,36,804,0,30780
93421,4.75,238000,80,43,685,0,28740
93422,3.99,168000,80,38,805,0,45780
93423,4.875,271000,78,37,672,0,40420
93424,4.5,86000,58,29,647,0,46140
93425,3.875,345000,67,41,746,0,42660
93426,4.875,302000,80,36,657,0,38060
93427,4.375,165000,61,45,739,0,33540
93428,3.875,120000,62,49,808,0,36260
93429,3.875,260000,55,22,807,0,42200
93430,4.0,64000,32,7,720,0,22520
93431,3.875,315000,68,40,752,0,13220
93432,3.875,354000,75,27,809,0,31100
93433,4.375,147000,77,41,720,0,16980
93434,4.25,103000,63,20,802,1,0
93435,5.0,400000,79,29,643,0,14460
93436,4.125,240000,69,18,794,0,39300
93437,4.625,87000,76,25,689,0,41140
93438,3.875,138000,48,45,789,0,31100
93439,4.125,417000,57,32,812,0,41740
93440,4.625,182000,82,44,738,0,19740
93441,4.25,175000,31,44,696,0,0
93442,4.75,118000,80,44,717,0,19780
93443,4.0,166000,95,34,766,0,10580
93444,4.5,102000,64,45,648,0,32580
93445,3.875,334000,67,27,795,0,35620
93446,3.875,417000,55,21,621,1,37900
93447,4.25,129000,77,41,690,0,38900
93448,3.99,189000,84,42,742,0,0
93449,4.125,272000,55,24,785,0,14460
93450,4.125,145000,65,29,784,0,0
93451,4.5,50000,67,41,675,0,32820
93452,3.875,205000,74,34,801,0,31080
93454,3.875,308000,80,44,804,0,31080
93455,4.25,230000,69,41,695,0,37980
93456,4.375,405000,68,17,771,0,40140
93457,3.75,142000,64,45,697,0,28140
93458,4.0,130000,65,42,693,0,29540
93459,4.125,186000,80,34,767,0,35620
93460,3.75,94000,73,41,744,0,0
93461,4.125,480000,80,44,702,0,14860
93462,3.875,287000,80,44,807,0,42660
93463,4.83,223000,93,25,666,0,12060
93464,4.25,203000,86,28,753,0,41620
93465,4.375,127000,51,43,675,0,37980
93466,4.625,131000,75,45,622,0,0
93467,4.625,402000,77,27,727,0,14460
93468,4.0,138000,52,33,791,0,12220
93469,4.25,169000,53,23,714,0,31080
93470,4.375,352000,80,41,799,0,31100
93471,4.5,130000,80,45,666,0,36540
93472,4.375,392000,69,39,681,0,25940
93473,5.375,102000,80,38,686,0,13140
93474,4.0,149000,60,41,637,0,14460
93475,4.625,78000,69,48,769,1,0
