,sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,WorstCreditScore,AvgCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType,fmacRate,fredRate,rateDiff,rateDiffPct,rank
11054,QUICKEN LOANS INC.,0,4.99,548000,2/1/2019,4/1/2019,59,59,2,34,701,706,701,703.5,C,WA,981,0,0,4.46,2.7,0.53,0.118834081,4
11055,QUICKEN LOANS INC.,0,4.75,236000,2/1/2019,4/1/2019,70,70,2,34,750,751,750,750.5,C,WI,530,0,0,4.46,2.7,0.29,0.065022422,3
11056,QUICKEN LOANS INC.,0,4.75,470000,2/1/2019,4/1/2019,56,56,2,35,778,788,778,783,C,CA,914,0,0,4.46,2.7,0.29,0.065022422,3
11057,QUICKEN LOANS INC.,0,4.56,181000,2/1/2019,4/1/2019,60,60,2,35,728,728,725,726.5,C,CA,923,0,0,4.46,2.7,0.1,0.022421525,2
11058,QUICKEN LOANS INC.,0,4.5,582000,2/1/2019,4/1/2019,69,69,2,35,767,771,767,769,C,CA,931,0,0,4.46,2.7,0.04,0.00896861,2
11059,QUICKEN LOANS INC.,0,4.75,171000,2/1/2019,4/1/2019,49,49,2,35,793,793,771,782,C,FL,333,0,0,4.46,2.7,0.29,0.065022422,3
11060,QUICKEN LOANS INC.,0,4.99,148000,2/1/2019,4/1/2019,80,80,2,35,736,736,717,726.5,C,FL,346,0,0,4.46,2.7,0.53,0.118834081,4
11061,QUICKEN LOANS INC.,0,5.25,95000,2/1/2019,4/1/2019,23,23,2,35,752,752,748,750,C,ID,837,0,0,4.46,2.7,0.79,0.177130045,4
11062,QUICKEN LOANS INC.,0,5.5,81000,2/1/2019,4/1/2019,71,71,2,35,754,772,754,763,C,MI,495,0,0,4.46,2.7,1.04,0.233183857,5
11063,QUICKEN LOANS INC.,0,4.56,250000,2/1/2019,4/1/2019,49,49,2,35,802,802,673,737.5,C,NM,870,0,0,4.46,2.7,0.1,0.022421525,2
11064,QUICKEN LOANS INC.,0,4.99,250000,2/1/2019,4/1/2019,66,66,2,35,696,696,677,686.5,C,OR,973,0,0,4.46,2.7,0.53,0.118834081,4
11065,QUICKEN LOANS INC.,0,4.25,185000,2/1/2019,4/1/2019,44,44,2,35,681,728,681,704.5,C,PA,190,0,0,4.46,2.7,-0.21,-0.047085202,2
11066,QUICKEN LOANS INC.,0,4.99,316000,2/1/2019,4/1/2019,75,75,2,35,703,743,703,723,C,PA,190,0,0,4.46,2.7,0.53,0.118834081,4
11067,QUICKEN LOANS INC.,0,4.75,225000,2/1/2019,4/1/2019,63,63,2,35,702,740,702,721,C,TX,751,0,0,4.46,2.7,0.29,0.065022422,3
11068,QUICKEN LOANS INC.,0,4.75,191000,2/1/2019,4/1/2019,39,39,2,36,809,821,809,815,C,CA,945,0,0,4.46,2.7,0.29,0.065022422,3
11069,QUICKEN LOANS INC.,0,5.25,382000,2/1/2019,4/1/2019,48,48,2,36,756,774,756,765,C,CA,951,0,0,4.46,2.7,0.79,0.177130045,4
11070,QUICKEN LOANS INC.,0,4.5,214000,2/1/2019,4/1/2019,48,48,2,36,776,776,776,776,C,CA,956,0,0,4.46,2.7,0.04,0.00896861,2
11071,QUICKEN LOANS INC.,0,4.99,580000,2/1/2019,4/1/2019,69,69,2,36,759,759,756,757.5,C,CA,947,0,0,4.46,2.7,0.53,0.118834081,4
11072,QUICKEN LOANS INC.,0,4.25,237000,2/1/2019,4/1/2019,60,60,2,36,777,777,731,754,C,CO,802,0,0,4.46,2.7,-0.21,-0.047085202,2
11073,QUICKEN LOANS INC.,0,5.625,146000,2/1/2019,4/1/2019,75,75,2,36,676,686,676,681,C,CO,815,0,0,4.46,2.7,1.165,0.261210762,5
11074,QUICKEN LOANS INC.,0,5.75,420000,2/1/2019,4/1/2019,75,75,2,36,648,724,648,686,C,MA,23,0,0,4.46,2.7,1.29,0.289237668,6
11075,QUICKEN LOANS INC.,0,5.5,160000,2/1/2019,4/1/2019,80,80,2,36,784,784,716,750,C,MI,484,0,0,4.46,2.7,1.04,0.233183857,5
11076,QUICKEN LOANS INC.,0,4.75,264000,2/1/2019,4/1/2019,80,80,2,36,735,735,733,734,C,MS,395,0,0,4.46,2.7,0.29,0.065022422,3
11077,QUICKEN LOANS INC.,0,4.75,376000,2/1/2019,4/1/2019,70,70,2,36,802,823,802,812.5,C,NY,113,0,0,4.46,2.7,0.29,0.065022422,3
11078,QUICKEN LOANS INC.,0,4.75,171000,2/1/2019,4/1/2019,79,79,2,36,804,804,804,804,C,TN,377,0,0,4.46,2.7,0.29,0.065022422,3
11079,QUICKEN LOANS INC.,0,4.56,281000,2/1/2019,4/1/2019,58,58,2,36,743,759,743,751,C,UT,840,0,0,4.46,2.7,0.1,0.022421525,2
11080,QUICKEN LOANS INC.,0,4.75,202000,2/1/2019,4/1/2019,51,51,2,36,775,779,775,777,C,WA,982,0,0,4.46,2.7,0.29,0.065022422,3
11081,QUICKEN LOANS INC.,0,4.875,484000,2/1/2019,4/1/2019,37,37,2,37,735,763,735,749,C,CA,945,0,0,4.46,2.7,0.415,0.093049327,3
11082,QUICKEN LOANS INC.,0,4.5,350000,2/1/2019,4/1/2019,59,59,2,37,644,687,644,665.5,C,CA,917,0,0,4.46,2.7,0.04,0.00896861,2
11083,QUICKEN LOANS INC.,0,4.99,315000,2/1/2019,4/1/2019,62,62,2,37,812,812,782,797,C,CA,959,0,0,4.46,2.7,0.53,0.118834081,4
11084,QUICKEN LOANS INC.,0,4.5,420000,2/1/2019,4/1/2019,75,75,2,37,778,791,778,784.5,C,CA,954,0,0,4.46,2.7,0.04,0.00896861,2
11085,QUICKEN LOANS INC.,0,4.875,142000,2/1/2019,4/1/2019,44,44,2,37,776,776,766,771,C,FL,333,0,0,4.46,2.7,0.415,0.093049327,3
11086,QUICKEN LOANS INC.,0,4.99,114000,2/1/2019,4/1/2019,51,51,2,37,639,659,639,649,C,FL,328,0,0,4.46,2.7,0.53,0.118834081,4
11087,QUICKEN LOANS INC.,0,4.99,261000,2/1/2019,4/1/2019,80,80,2,37,700,757,700,728.5,C,FL,331,0,0,4.46,2.7,0.53,0.118834081,4
11088,QUICKEN LOANS INC.,0,4.25,246000,2/1/2019,4/1/2019,58,58,2,37,798,799,798,798.5,C,GA,315,0,0,4.46,2.7,-0.21,-0.047085202,2
11089,QUICKEN LOANS INC.,0,4.875,323000,2/1/2019,4/1/2019,65,65,2,37,776,799,776,787.5,C,GA,301,0,0,4.46,2.7,0.415,0.093049327,3
11090,QUICKEN LOANS INC.,0,5.125,236000,2/1/2019,4/1/2019,39,39,2,37,684,684,668,676,C,ID,834,0,0,4.46,2.7,0.665,0.149103139,4
11091,QUICKEN LOANS INC.,0,4.99,159000,2/1/2019,4/1/2019,80,80,2,37,694,727,694,710.5,C,MI,488,0,0,4.46,2.7,0.53,0.118834081,4
11092,QUICKEN LOANS INC.,0,4.99,228000,2/1/2019,4/1/2019,70,70,2,37,684,694,684,689,C,NJ,87,0,0,4.46,2.7,0.53,0.118834081,4
11093,QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,75,75,2,37,789,789,762,775.5,C,NY,146,0,0,4.46,2.7,0.29,0.065022422,3
11094,QUICKEN LOANS INC.,0,4.875,453000,2/1/2019,4/1/2019,69,69,2,37,634,641,634,637.5,C,OR,972,0,0,4.46,2.7,0.415,0.093049327,3
11095,QUICKEN LOANS INC.,0,5.125,75000,2/1/2019,4/1/2019,45,45,2,37,796,808,796,802,C,PA,178,0,0,4.46,2.7,0.665,0.149103139,4
11096,QUICKEN LOANS INC.,0,5.25,75000,2/1/2019,4/1/2019,75,75,2,37,677,724,677,700.5,C,TN,371,0,0,4.46,2.7,0.79,0.177130045,4
11097,QUICKEN LOANS INC.,0,5.75,319000,2/1/2019,4/1/2019,70,70,2,37,681,681,659,670,C,TX,764,0,0,4.46,2.7,1.29,0.289237668,6
11098,QUICKEN LOANS INC.,0,5.75,176000,2/1/2019,4/1/2019,72,72,2,37,690,690,673,681.5,C,TX,750,0,0,4.46,2.7,1.29,0.289237668,6
11099,QUICKEN LOANS INC.,0,4.25,300000,2/1/2019,4/1/2019,53,53,2,37,722,752,722,737,C,WA,986,0,0,4.46,2.7,-0.21,-0.047085202,2
11100,QUICKEN LOANS INC.,0,5.25,114000,2/1/2019,4/1/2019,68,68,2,38,681,702,681,691.5,C,AZ,853,0,0,4.46,2.7,0.79,0.177130045,4
11101,QUICKEN LOANS INC.,0,4.75,150000,2/1/2019,4/1/2019,33,33,2,38,749,774,749,761.5,C,CA,950,0,0,4.46,2.7,0.29,0.065022422,3
11102,QUICKEN LOANS INC.,0,4.99,166000,2/1/2019,4/1/2019,70,70,2,38,710,710,702,706,C,CO,806,0,0,4.46,2.7,0.53,0.118834081,4
11103,QUICKEN LOANS INC.,0,4.875,250000,2/1/2019,4/1/2019,79,79,2,38,761,802,761,781.5,C,CO,809,0,0,4.46,2.7,0.415,0.093049327,3
11104,QUICKEN LOANS INC.,0,4.75,211000,2/1/2019,4/1/2019,80,80,2,38,705,738,705,721.5,C,FL,331,0,0,4.46,2.7,0.29,0.065022422,3
11105,QUICKEN LOANS INC.,0,4.99,113000,2/1/2019,4/1/2019,39,39,2,38,734,751,734,742.5,C,KS,671,0,0,4.46,2.7,0.53,0.118834081,4
11106,QUICKEN LOANS INC.,0,5.125,152000,2/1/2019,4/1/2019,65,65,2,38,663,802,663,732.5,C,LA,700,0,0,4.46,2.7,0.665,0.149103139,4
11107,QUICKEN LOANS INC.,0,4.875,85000,2/1/2019,4/1/2019,67,67,2,38,746,746,720,733,C,MI,495,0,0,4.46,2.7,0.415,0.093049327,3
11108,QUICKEN LOANS INC.,0,4.75,266000,2/1/2019,4/1/2019,70,70,2,38,684,703,684,693.5,C,NV,890,0,0,4.46,2.7,0.29,0.065022422,3
11109,QUICKEN LOANS INC.,0,4.5,355000,2/1/2019,4/1/2019,39,39,2,38,720,753,720,736.5,C,TN,372,0,0,4.46,2.7,0.04,0.00896861,2
11110,QUICKEN LOANS INC.,0,4.75,237000,2/1/2019,4/1/2019,79,79,2,38,726,726,709,717.5,C,TX,761,0,0,4.46,2.7,0.29,0.065022422,3
11111,QUICKEN LOANS INC.,0,5.875,344000,2/1/2019,4/1/2019,80,80,2,38,694,713,694,703.5,C,TX,782,0,0,4.46,2.7,1.415,0.317264574,6
11112,QUICKEN LOANS INC.,0,4.25,191000,2/1/2019,4/1/2019,56,56,2,38,744,758,744,751,C,VA,235,0,0,4.46,2.7,-0.21,-0.047085202,2
11113,QUICKEN LOANS INC.,0,4.99,381000,2/1/2019,4/1/2019,45,45,2,39,749,775,749,762,C,AZ,850,0,0,4.46,2.7,0.53,0.118834081,4
11114,QUICKEN LOANS INC.,0,4.75,190000,2/1/2019,4/1/2019,46,46,2,39,653,757,653,705,C,CA,953,0,0,4.46,2.7,0.29,0.065022422,3
11115,QUICKEN LOANS INC.,0,4.875,264000,2/1/2019,4/1/2019,60,60,2,39,655,659,655,657,C,CA,959,0,0,4.46,2.7,0.415,0.093049327,3
11116,QUICKEN LOANS INC.,0,4.25,228000,2/1/2019,4/1/2019,67,67,2,39,679,715,679,697,C,CA,935,0,0,4.46,2.7,-0.21,-0.047085202,2
11117,QUICKEN LOANS INC.,0,4.625,199000,2/1/2019,4/1/2019,70,70,2,39,807,807,753,780,C,CO,802,0,0,4.46,2.7,0.165,0.036995516,3
11118,QUICKEN LOANS INC.,0,4.75,200000,2/1/2019,4/1/2019,73,73,2,39,766,766,700,733,C,FL,342,0,0,4.46,2.7,0.29,0.065022422,3
11119,QUICKEN LOANS INC.,0,4.99,192000,2/1/2019,4/1/2019,79,79,2,39,764,764,762,763,C,IL,601,0,0,4.46,2.7,0.53,0.118834081,4
11120,QUICKEN LOANS INC.,0,4.875,175000,2/1/2019,4/1/2019,59,59,2,39,789,789,771,780,C,MD,211,0,0,4.46,2.7,0.415,0.093049327,3
11121,QUICKEN LOANS INC.,0,5.5,175000,2/1/2019,4/1/2019,68,68,2,39,724,724,723,723.5,C,MD,219,0,0,4.46,2.7,1.04,0.233183857,5
11122,QUICKEN LOANS INC.,0,4.75,241000,2/1/2019,4/1/2019,65,65,2,39,771,771,739,755,C,MI,483,0,0,4.46,2.7,0.29,0.065022422,3
11123,QUICKEN LOANS INC.,0,4.875,292000,2/1/2019,4/1/2019,70,70,2,39,732,741,732,736.5,C,MI,481,0,0,4.46,2.7,0.415,0.093049327,3
11124,QUICKEN LOANS INC.,0,5.625,360000,2/1/2019,4/1/2019,80,80,2,39,634,705,634,669.5,C,MI,481,0,0,4.46,2.7,1.165,0.261210762,5
11125,QUICKEN LOANS INC.,0,4.75,484000,2/1/2019,4/1/2019,65,65,2,39,683,683,679,681,C,NV,890,0,0,4.46,2.7,0.29,0.065022422,3
11126,QUICKEN LOANS INC.,0,4.99,167000,2/1/2019,4/1/2019,69,69,2,39,741,741,709,725,C,NY,125,0,0,4.46,2.7,0.53,0.118834081,4
11127,QUICKEN LOANS INC.,0,4.25,439000,2/1/2019,4/1/2019,80,80,2,39,724,733,724,728.5,C,NY,112,0,0,4.46,2.7,-0.21,-0.047085202,2
11128,QUICKEN LOANS INC.,0,5.125,153000,2/1/2019,4/1/2019,45,45,2,39,713,725,713,719,C,TX,794,0,0,4.46,2.7,0.665,0.149103139,4
11129,QUICKEN LOANS INC.,0,4.56,180000,2/1/2019,4/1/2019,59,59,2,39,721,817,721,769,C,TX,786,0,0,4.46,2.7,0.1,0.022421525,2
11130,QUICKEN LOANS INC.,0,5.25,105000,2/1/2019,4/1/2019,60,60,2,39,737,744,737,740.5,C,TX,796,0,0,4.46,2.7,0.79,0.177130045,4
11131,QUICKEN LOANS INC.,0,4.375,275000,2/1/2019,4/1/2019,65,65,2,39,731,737,731,734,C,WA,985,0,0,4.46,2.7,-0.085,-0.019058296,2
11132,QUICKEN LOANS INC.,0,4.5,285000,2/1/2019,4/1/2019,41,41,2,40,764,764,702,733,C,CA,900,0,0,4.46,2.7,0.04,0.00896861,2
11133,QUICKEN LOANS INC.,0,4.99,679000,2/1/2019,4/1/2019,56,56,2,40,708,717,708,712.5,C,CA,940,0,0,4.46,2.7,0.53,0.118834081,4
11134,QUICKEN LOANS INC.,0,4.875,400000,2/1/2019,4/1/2019,80,80,2,40,700,716,700,708,C,CA,923,0,0,4.46,2.7,0.415,0.093049327,3
11135,QUICKEN LOANS INC.,0,4.625,155000,2/1/2019,4/1/2019,58,58,2,40,795,795,794,794.5,C,CO,800,0,0,4.46,2.7,0.165,0.036995516,3
11136,QUICKEN LOANS INC.,0,4.375,191000,2/1/2019,4/1/2019,74,74,2,40,802,802,797,799.5,C,GA,313,0,0,4.46,2.7,-0.085,-0.019058296,2
11137,QUICKEN LOANS INC.,0,4.99,202000,2/1/2019,4/1/2019,80,80,2,40,709,723,709,716,C,IA,515,0,0,4.46,2.7,0.53,0.118834081,4
11138,QUICKEN LOANS INC.,0,4.75,144000,2/1/2019,4/1/2019,71,71,2,40,799,800,799,799.5,C,MI,488,0,0,4.46,2.7,0.29,0.065022422,3
11139,QUICKEN LOANS INC.,0,4.75,108000,2/1/2019,4/1/2019,72,72,2,40,734,734,722,728,C,MO,658,0,0,4.46,2.7,0.29,0.065022422,3
11140,QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,41,41,2,40,736,805,736,770.5,C,MT,590,0,0,4.46,2.7,0.29,0.065022422,3
11141,QUICKEN LOANS INC.,0,4.99,252000,2/1/2019,4/1/2019,80,80,2,40,747,747,706,726.5,C,NC,278,0,0,4.46,2.7,0.53,0.118834081,4
11142,QUICKEN LOANS INC.,0,5.375,60000,2/1/2019,4/1/2019,70,70,2,40,682,682,646,664,C,NE,688,0,0,4.46,2.7,0.915,0.205156951,5
11143,QUICKEN LOANS INC.,0,4.25,266000,2/1/2019,4/1/2019,76,76,2,40,765,773,765,769,C,NE,681,0,0,4.46,2.7,-0.21,-0.047085202,2
11144,QUICKEN LOANS INC.,0,4.99,172000,2/1/2019,4/1/2019,80,80,2,40,757,757,724,740.5,C,NH,30,0,0,4.46,2.7,0.53,0.118834081,4
11145,QUICKEN LOANS INC.,0,4.99,89000,2/1/2019,4/1/2019,43,43,2,40,755,806,755,780.5,C,NY,125,0,0,4.46,2.7,0.53,0.118834081,4
11146,QUICKEN LOANS INC.,0,4.75,223000,2/1/2019,4/1/2019,46,46,2,40,676,703,676,689.5,C,NY,117,0,0,4.46,2.7,0.29,0.065022422,3
11147,QUICKEN LOANS INC.,0,5.75,500000,2/1/2019,4/1/2019,68,68,2,40,704,744,704,724,C,NY,109,0,0,4.46,2.7,1.29,0.289237668,6
11148,QUICKEN LOANS INC.,0,4.99,476000,2/1/2019,4/1/2019,68,68,2,40,749,749,705,727,C,NY,114,0,0,4.46,2.7,0.53,0.118834081,4
11149,QUICKEN LOANS INC.,0,5.125,102000,2/1/2019,4/1/2019,40,40,2,40,690,690,654,672,C,OR,974,0,0,4.46,2.7,0.665,0.149103139,4
11150,QUICKEN LOANS INC.,0,4.875,235000,2/1/2019,4/1/2019,72,72,2,40,782,782,719,750.5,C,OR,970,0,0,4.46,2.7,0.415,0.093049327,3
11151,QUICKEN LOANS INC.,0,4.875,100000,2/1/2019,4/1/2019,28,28,2,40,810,810,807,808.5,C,PA,190,0,0,4.46,2.7,0.415,0.093049327,3
11152,QUICKEN LOANS INC.,0,5.375,231000,2/1/2019,4/1/2019,70,70,2,40,652,667,652,659.5,C,VA,231,0,0,4.46,2.7,0.915,0.205156951,5
11153,QUICKEN LOANS INC.,0,4.875,78000,2/1/2019,4/1/2019,32,32,2,40,665,783,665,724,C,WA,984,0,0,4.46,2.7,0.415,0.093049327,3
11154,QUICKEN LOANS INC.,0,4.375,325000,2/1/2019,4/1/2019,70,70,2,40,688,688,685,686.5,C,WA,986,0,0,4.46,2.7,-0.085,-0.019058296,2
11155,QUICKEN LOANS INC.,0,4.25,208000,2/1/2019,4/1/2019,48,48,2,41,740,740,715,727.5,C,AZ,863,0,0,4.46,2.7,-0.21,-0.047085202,2
11156,QUICKEN LOANS INC.,0,4.5,415000,2/1/2019,4/1/2019,60,60,2,41,701,701,667,684,C,CA,946,0,0,4.46,2.7,0.04,0.00896861,2
11157,QUICKEN LOANS INC.,0,4.56,426000,2/1/2019,4/1/2019,66,66,2,41,733,744,733,738.5,C,CA,919,0,0,4.46,2.7,0.1,0.022421525,2
11158,QUICKEN LOANS INC.,0,4.75,271000,2/1/2019,4/1/2019,80,80,2,41,716,716,701,708.5,C,FL,327,0,0,4.46,2.7,0.29,0.065022422,3
11159,QUICKEN LOANS INC.,0,5.375,62000,2/1/2019,4/1/2019,80,80,2,41,755,755,712,733.5,C,FL,346,0,0,4.46,2.7,0.915,0.205156951,5
11160,QUICKEN LOANS INC.,0,5.25,220000,2/1/2019,4/1/2019,70,70,2,41,651,651,648,649.5,C,IL,605,0,0,4.46,2.7,0.79,0.177130045,4
11161,QUICKEN LOANS INC.,0,4.875,160000,2/1/2019,4/1/2019,80,80,2,41,812,814,812,813,C,IN,465,0,0,4.46,2.7,0.415,0.093049327,3
11162,QUICKEN LOANS INC.,0,4.99,141000,2/1/2019,4/1/2019,39,39,2,41,632,647,632,639.5,C,MA,23,0,0,4.46,2.7,0.53,0.118834081,4
11163,QUICKEN LOANS INC.,0,4.56,330000,2/1/2019,4/1/2019,54,54,2,41,688,716,688,702,C,MA,15,0,0,4.46,2.7,0.1,0.022421525,2
11164,QUICKEN LOANS INC.,0,4.99,215000,2/1/2019,4/1/2019,56,56,2,41,731,731,652,691.5,C,MA,27,0,0,4.46,2.7,0.53,0.118834081,4
11165,QUICKEN LOANS INC.,0,4.875,95000,2/1/2019,4/1/2019,38,38,2,41,760,760,756,758,C,NM,871,0,0,4.46,2.7,0.415,0.093049327,3
11166,QUICKEN LOANS INC.,0,4.75,258000,2/1/2019,4/1/2019,76,76,2,41,748,748,748,748,C,NM,871,0,0,4.46,2.7,0.29,0.065022422,3
11167,QUICKEN LOANS INC.,0,4.75,170000,2/1/2019,4/1/2019,59,59,2,41,780,780,774,777,C,NY,131,0,0,4.46,2.7,0.29,0.065022422,3
11168,QUICKEN LOANS INC.,0,4.375,202000,2/1/2019,4/1/2019,39,39,2,41,721,771,721,746,C,OR,970,0,0,4.46,2.7,-0.085,-0.019058296,2
11169,QUICKEN LOANS INC.,0,4.75,193000,2/1/2019,4/1/2019,65,65,2,41,749,772,749,760.5,C,OR,973,0,0,4.46,2.7,0.29,0.065022422,3
11170,QUICKEN LOANS INC.,0,4.75,181000,2/1/2019,4/1/2019,80,80,2,41,744,744,711,727.5,C,PA,184,0,0,4.46,2.7,0.29,0.065022422,3
11171,QUICKEN LOANS INC.,0,5.25,227000,2/1/2019,4/1/2019,73,73,2,41,719,731,719,725,C,TX,775,0,0,4.46,2.7,0.79,0.177130045,4
11172,QUICKEN LOANS INC.,0,5.75,157000,2/1/2019,4/1/2019,74,74,2,41,683,705,683,694,C,TX,783,0,0,4.46,2.7,1.29,0.289237668,6
11173,QUICKEN LOANS INC.,0,5.5,176000,2/1/2019,4/1/2019,80,80,2,41,709,709,698,703.5,C,TX,783,0,0,4.46,2.7,1.04,0.233183857,5
11174,QUICKEN LOANS INC.,0,5.375,190000,2/1/2019,4/1/2019,80,80,2,41,743,749,743,746,C,TX,797,0,0,4.46,2.7,0.915,0.205156951,5
11175,QUICKEN LOANS INC.,0,4.375,327000,2/1/2019,4/1/2019,67,67,2,41,782,782,763,772.5,C,WA,982,0,0,4.46,2.7,-0.085,-0.019058296,2
11176,QUICKEN LOANS INC.,0,4.75,378000,2/1/2019,4/1/2019,56,56,2,42,747,761,747,754,C,CA,949,0,0,4.46,2.7,0.29,0.065022422,3
11177,QUICKEN LOANS INC.,0,4.99,183000,2/1/2019,4/1/2019,62,62,2,42,691,723,691,707,C,CA,956,0,0,4.46,2.7,0.53,0.118834081,4
11178,QUICKEN LOANS INC.,0,4.75,592000,2/1/2019,4/1/2019,69,69,2,42,725,760,725,742.5,C,CA,945,0,0,4.46,2.7,0.29,0.065022422,3
11179,QUICKEN LOANS INC.,0,4.99,259000,2/1/2019,4/1/2019,75,75,2,42,679,679,657,668,C,CO,800,0,0,4.46,2.7,0.53,0.118834081,4
11180,QUICKEN LOANS INC.,0,4.25,179000,2/1/2019,4/1/2019,48,48,2,42,781,781,725,753,C,FL,325,0,0,4.46,2.7,-0.21,-0.047085202,2
11181,QUICKEN LOANS INC.,0,5.625,282000,2/1/2019,4/1/2019,80,80,2,42,659,662,659,660.5,C,FL,341,0,0,4.46,2.7,1.165,0.261210762,5
11182,QUICKEN LOANS INC.,0,5.5,128000,2/1/2019,4/1/2019,80,80,2,42,707,774,707,740.5,C,FL,342,0,0,4.46,2.7,1.04,0.233183857,5
11183,QUICKEN LOANS INC.,0,4.25,152000,2/1/2019,4/1/2019,73,73,2,42,755,771,755,763,C,GA,301,0,0,4.46,2.7,-0.21,-0.047085202,2
11184,QUICKEN LOANS INC.,0,4.99,104000,2/1/2019,4/1/2019,65,65,2,42,756,795,756,775.5,C,IN,470,0,0,4.46,2.7,0.53,0.118834081,4
11185,QUICKEN LOANS INC.,0,4.625,147000,2/1/2019,4/1/2019,60,60,2,42,748,748,711,729.5,C,MD,212,0,0,4.46,2.7,0.165,0.036995516,3
11186,QUICKEN LOANS INC.,0,4.875,255000,2/1/2019,4/1/2019,75,75,2,42,669,703,669,686,C,MI,481,0,0,4.46,2.7,0.415,0.093049327,3
11187,QUICKEN LOANS INC.,0,5.25,141000,2/1/2019,4/1/2019,78,78,2,42,684,689,684,686.5,C,ND,580,0,0,4.46,2.7,0.79,0.177130045,4
11188,QUICKEN LOANS INC.,0,4.875,150000,2/1/2019,4/1/2019,70,70,2,42,699,790,699,744.5,C,NE,688,0,0,4.46,2.7,0.415,0.093049327,3
11189,QUICKEN LOANS INC.,0,4.375,180000,2/1/2019,4/1/2019,43,43,2,42,751,751,740,745.5,C,NJ,70,0,0,4.46,2.7,-0.085,-0.019058296,2
11190,QUICKEN LOANS INC.,0,5.75,623000,2/1/2019,4/1/2019,78,78,2,42,733,784,733,758.5,C,NY,114,0,0,4.46,2.7,1.29,0.289237668,6
11191,QUICKEN LOANS INC.,0,5.5,102000,2/1/2019,4/1/2019,79,79,2,42,733,792,733,762.5,C,TN,370,0,0,4.46,2.7,1.04,0.233183857,5
11192,QUICKEN LOANS INC.,0,5.75,159000,2/1/2019,4/1/2019,43,43,2,42,800,800,791,795.5,C,TX,760,0,0,4.46,2.7,1.29,0.289237668,6
11193,QUICKEN LOANS INC.,0,4.875,150000,2/1/2019,4/1/2019,51,51,2,42,678,699,678,688.5,C,TX,758,0,0,4.46,2.7,0.415,0.093049327,3
11194,QUICKEN LOANS INC.,0,4.99,121000,2/1/2019,4/1/2019,68,68,2,42,749,766,749,757.5,C,WI,531,0,0,4.46,2.7,0.53,0.118834081,4
11195,QUICKEN LOANS INC.,0,5.375,170000,2/1/2019,4/1/2019,72,72,2,43,706,727,706,716.5,C,AZ,853,0,0,4.46,2.7,0.915,0.205156951,5
11196,QUICKEN LOANS INC.,0,4.5,182000,2/1/2019,4/1/2019,29,29,2,43,725,747,725,736,C,CA,920,0,0,4.46,2.7,0.04,0.00896861,2
11197,QUICKEN LOANS INC.,0,4.99,415000,2/1/2019,4/1/2019,44,44,2,43,709,736,709,722.5,C,CA,915,0,0,4.46,2.7,0.53,0.118834081,4
11198,QUICKEN LOANS INC.,0,4.375,450000,2/1/2019,4/1/2019,64,64,2,43,702,766,702,734,C,CA,949,0,0,4.46,2.7,-0.085,-0.019058296,2
11199,QUICKEN LOANS INC.,0,4.75,420000,2/1/2019,4/1/2019,70,70,2,43,707,710,707,708.5,C,CA,919,0,0,4.46,2.7,0.29,0.065022422,3
11200,QUICKEN LOANS INC.,0,4.99,200000,2/1/2019,4/1/2019,72,72,2,43,788,803,788,795.5,C,CA,936,0,0,4.46,2.7,0.53,0.118834081,4
11201,QUICKEN LOANS INC.,0,4.75,216000,2/1/2019,4/1/2019,74,74,2,43,760,760,755,757.5,C,CA,958,0,0,4.46,2.7,0.29,0.065022422,3
11202,QUICKEN LOANS INC.,0,4.75,330000,2/1/2019,4/1/2019,48,48,2,43,678,678,665,671.5,C,CO,800,0,0,4.46,2.7,0.29,0.065022422,3
11203,QUICKEN LOANS INC.,0,4.99,400000,2/1/2019,4/1/2019,63,63,2,43,655,673,655,664,C,DC,200,0,0,4.46,2.7,0.53,0.118834081,4
11204,QUICKEN LOANS INC.,0,4.56,198000,2/1/2019,4/1/2019,59,59,2,43,811,811,727,769,C,FL,329,0,0,4.46,2.7,0.1,0.022421525,2
11205,QUICKEN LOANS INC.,0,5.625,371000,2/1/2019,4/1/2019,70,70,2,43,740,740,652,696,C,NC,272,0,0,4.46,2.7,1.165,0.261210762,5
11206,QUICKEN LOANS INC.,0,4.875,266000,2/1/2019,4/1/2019,79,79,2,43,709,721,709,715,C,NH,32,0,0,4.46,2.7,0.415,0.093049327,3
11207,QUICKEN LOANS INC.,0,4.99,260000,2/1/2019,4/1/2019,80,80,2,43,764,764,737,750.5,C,NM,871,0,0,4.46,2.7,0.53,0.118834081,4
11208,QUICKEN LOANS INC.,0,4.99,368000,2/1/2019,4/1/2019,75,75,2,43,709,709,680,694.5,C,NY,104,0,0,4.46,2.7,0.53,0.118834081,4
11209,QUICKEN LOANS INC.,0,4.99,285000,2/1/2019,4/1/2019,63,63,2,43,739,739,669,704,C,OR,972,0,0,4.46,2.7,0.53,0.118834081,4
